,Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:option,Tag_Count_html:label,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_path,Tag_Count_html:ol,Tag_Count_html:a,Tag_Count_html:p,Tag_Count_html:b,Tag_Count_html:li,Tag_Count_html:input,Tag_Count_animatetransform,Tag_Count_html:head,Tag_Count_html:meta,Tag_Count_html:html,Tag_Count_html:div,Tag_Count_html:em,Tag_Count_html:br,Tag_Count_html:ul,Tag_Count_html:form,Tag_Count_html:title,Tag_Count_html:script,Tag_Count_html:select,Tag_Count_html:img,Tag_Count_html:style,Tag_Count_svg,Tag_Count_html:fieldset,Tag_Count_html:h1,Tag_Count_html:h3,Attr_lang,Attr_content,Attr_href,Attr_rel,Attr_type,Attr_src,Attr_media,Attr_id,Attr_target,Attr_alt,Attr_height,Attr_width,Attr_class,Attr_value,Attr_action,Attr_enctype,Attr_method,Attr_name,Attr_language,Attr_title,Attr_style,Attr_version,Attr_viewbox,Attr_x,Attr_y,Attr_d,Attr_fill,Attr_attributename,Attr_attributetype,Attr_dur,Attr_from,Attr_repeatcount,Attr_to,Attr_onclick,Attr_for,Attr_maxlength,Attr_autocomplete,Attr_tabindex
220,3,12222,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""content"">",65,html:div,"['id=""content""']",2,16,0,0,0,3,0,1,0,17,16,0,0,0,0,4,2,0,2,1,0,1,1,0,0,0,1,1,0,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,4,4759,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""box twoColumn"">",74,html:div,"['class=""box twoColumn""']",2,16,0,0,0,3,0,1,0,17,16,0,0,0,0,3,2,0,2,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,box twoColumn,,,,,,,,,,,,,,,,,,,,,,,,,
222,5,119,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""head"">",65,html:div,"['class=""head""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,head,,,,,,,,,,,,,,,,,,,,,,,,,
223,6,81,"<html:h1 xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:h1,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,5,4635,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""inner"">",66,html:div,"['class=""inner""']",2,16,0,0,0,3,0,1,0,17,16,0,0,0,0,1,2,0,2,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,
225,6,4596,"<html:form xmlns:html=""http://www.w3.org/1999/xhtml"" action=""/orangehrm-4.3.1/symfony/web/index.php/admin/listMailConfiguration"" class=""longLabels"" id=""frmSave"" method=""post"" name=""frmSave"">",190,html:form,"['action=""/orangehrm-4.3.1/symfony/web/index.php/admin/listMailConfiguration""', 'class=""longLabels""', 'id=""frmSave""', 'method=""post""', 'name=""frmSave""']",2,16,0,0,0,3,0,1,0,17,16,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,1,0,0,,,,,,,,frmSave,,,,,longLabels,,/orangehrm-4.3.1/symfony/web/index.php/admin/listMailConfiguration,,post,frmSave,,,,,,,,,,,,,,,,,,,,
226,7,196,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm__csrf_token"" name=""emailConfigurationForm[_csrf_token]"" type=""hidden"" value=""c72bdd4f3c52e5b3a53ddae67b570b06"" />",194,html:input,"['id=""emailConfigurationForm__csrf_token""', 'name=""emailConfigurationForm[_csrf_token]""', 'type=""hidden""', 'value=""c72bdd4f3c52e5b3a53ddae67b570b06""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,hidden,,,emailConfigurationForm__csrf_token,,,,,,c72bdd4f3c52e5b3a53ddae67b570b06,,,,emailConfigurationForm[_csrf_token],,,,,,,,,,,,,,,,,,,,
227,7,4278,"<html:fieldset xmlns:html=""http://www.w3.org/1999/xhtml"">",57,html:fieldset,[],2,16,0,0,0,3,0,1,0,17,15,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,8,955,"<html:ol xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ol,[],2,3,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,9,301,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,10,144,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_txtMailAddress"">",98,html:label,"['for=""emailConfigurationForm_txtMailAddress""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_txtMailAddress,,,
231,11,62,"<html:em xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:em,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,10,175,"<html:input xmlns:html=""http://www.w3.org/1999/xhtml"" id=""emailConfigurationForm_txtMailAddress"" maxlength=""100"" name=""emailConfigurationForm[txtMailAddress]"" type=""text"" />",173,html:input,"['id=""emailConfigurationForm_txtMailAddress""', 'maxlength=""100""', 'name=""emailConfigurationForm[txtMailAddress]""', 'type=""text""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,text,,,emailConfigurationForm_txtMailAddress,,,,,,,,,,emailConfigurationForm[txtMailAddress],,,,,,,,,,,,,,,,,,100,,
233,9,386,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,10,131,"<html:label xmlns:html=""http://www.w3.org/1999/xhtml"" for=""emailConfigurationForm_cmbMailSendingMethod"">",104,html:label,"['for=""emailConfigurationForm_cmbMailSendingMethod""']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emailConfigurationForm_cmbMailSendingMethod,,,
