Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:ol,Tag_Count_html:tr,Tag_Count_html:label,Tag_Count_html:html,Tag_Count_html:img,Tag_Count_html:div,Tag_Count_html:form,Tag_Count_html:table,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_html:a,Tag_Count_html:textarea,Tag_Count_html:meta,Tag_Count_html:title,Tag_Count_html:br,Tag_Count_html:h1,Tag_Count_html:span,Tag_Count_html:em,Tag_Count_html:p,Tag_Count_html:input,Tag_Count_html:tbody,Tag_Count_html:fieldset,Tag_Count_html:script,Tag_Count_html:th,Tag_Count_html:select,Tag_Count_html:h3,Tag_Count_html:head,Tag_Count_html:ul,Tag_Count_html:thead,Tag_Count_html:td,Tag_Count_html:option,Tag_Count_html:li,Tag_Count_html:b
2,175,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/jquery/jquery.clickoutside.js"" type=""text/javascript"" />",173,html:script,"['src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/jquery/jquery.clickoutside.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,167,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/orangehrm.validate.js"" type=""text/javascript"" />",165,html:script,"['src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/orangehrm.validate.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,205,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/archive.js"" type=""text/javascript"" />",154,html:script,"['src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/js/archive.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,191,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmAdminPlugin/js/viewSystemUserSuccess.js"" type=""text/javascript"" />",189,html:script,"['src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmAdminPlugin/js/viewSystemUserSuccess.js""', 'type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,204,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmCorePlugin/css/_ohrmList.css"" media=""screen"" rel=""stylesheet"" type=""text/css"" />",202,html:link,"['href=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmCorePlugin/css/_ohrmList.css""', 'media=""screen""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,209,"<html:link xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmBeaconPlugin/css/_beaconAbout.css"" media=""screen"" rel=""stylesheet"" type=""text/css"" />",207,html:link,"['href=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/orangehrmBeaconPlugin/css/_beaconAbout.css""', 'media=""screen""', 'rel=""stylesheet""', 'type=""text/css""']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81865,"<html:body xmlns:html=""http://www.w3.org/1999/xhtml"">",53,html:body,[],1,51,4,0,1,30,3,1,1,0,140,0,0,0,1,1,0,0,6,63,1,1,6,5,2,2,0,25,1,250,6,93,8
2,77758,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""wrapper"">",65,html:div,"['id=""wrapper""']",1,51,4,0,1,25,3,1,0,0,139,0,0,0,0,1,0,0,6,63,1,1,5,5,2,2,0,25,1,250,6,93,8
3,4057,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""branding"">",66,html:div,"['id=""branding""']",0,0,0,0,1,6,1,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,7,0
4,271,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""http://www.orangehrm.com/"" target=""_blank"">",99,html:a,"['href=""http://www.orangehrm.com/""', 'target=""_blank""']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,185,"<html:img xmlns:html=""http://www.w3.org/1999/xhtml"" alt=""OrangeHRM"" height=""56"" src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/themes/default/images/logo.png"" width=""283"" />",185,html:img,"['alt=""OrangeHRM""', 'height=""56""', 'src=""/orangehrm/symfony/web/webres_598bd8c4489f52.47381308/themes/default/images/logo.png""', 'width=""283""']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,117,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panelTrigger"" href=""#"" id=""welcome"">",93,html:a,"['class=""panelTrigger""', 'href=""#""', 'id=""welcome""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3619,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""panelContainer"" id=""welcome-menu"">",93,html:div,"['class=""panelContainer""', 'id=""welcome-menu""']",0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,7,0
5,3497,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,7,0
6,3168,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,5,0
7,120,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" data-dismiss=""modal"" href=""#"" id=""aboutDisplayLink"">",102,html:a,"['href=""#""', 'id=""aboutDisplayLink""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3059,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""modal hide"" id=""displayAbout"">",89,html:div,"['class=""modal hide""', 'id=""displayAbout""']",0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,0,0,0,4,0
8,206,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""modal-header"">",73,html:div,"['class=""modal-header""']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,102,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""close"" data-dismiss=""modal"">",85,html:a,"['class=""close""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,68,"<html:h3 xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:h3,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,1033,"<html:form xmlns:html=""http://www.w3.org/1999/xhtml"" action=""/orangehrm/symfony/web/index.php/communication/beaconAboutAjax"" enctype=""multipart/form-data"" id=""frmSelectEmployees"" method=""post"" name=""frmSelectEmployees"">",219,html:form,"['action=""/orangehrm/symfony/web/index.php/communication/beaconAboutAjax""', 'enctype=""multipart/form-data""', 'id=""frmSelectEmployees""', 'method=""post""', 'name=""frmSelectEmployees""']",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0
9,824,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""modal-body"">",71,html:div,"['class=""modal-body""']",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0
10,762,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" id=""companyInfo"">",69,html:div,"['id=""companyInfo""']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0
11,640,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0
12,150,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,75,"<html:p xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:p,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,161,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,86,"<html:p xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:p,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,157,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,82,"<html:p xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:p,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,159,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,84,"<html:p xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:p,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1828,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" type=""text/javascript"">",78,html:script,"['type=""text/javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,160,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,139,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/admin/changeUserPassword"">",115,html:a,"['href=""/orangehrm/symfony/web/index.php/admin/changeUserPassword""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,138,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,117,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/auth/logout"">",102,html:a,"['href=""/orangehrm/symfony/web/index.php/auth/logout""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23065,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" class=""menu"">",65,html:div,"['class=""menu""']",0,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,66,8
4,23016,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,66,8
5,9230,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"" class=""current"">",67,html:li,"['class=""current""']",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,1
6,214,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""firstLevelMenu"" href=""/orangehrm/symfony/web/index.php/admin/viewAdminModule"" id=""menu_admin_viewAdminModule"">",167,html:a,"['class=""firstLevelMenu""', 'href=""/orangehrm/symfony/web/index.php/admin/viewAdminModule""', 'id=""menu_admin_viewAdminModule""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,64,"<html:b xmlns:html=""http://www.w3.org/1999/xhtml"">",50,html:b,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,8961,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,26,0
7,872,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"" class=""selected"">",68,html:li,"['class=""selected""']",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
8,206,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""arrow"" href=""#"" id=""menu_admin_UserManagement"">",104,html:a,"['class=""arrow""', 'href=""#""', 'id=""menu_admin_UserManagement""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,551,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,279,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,158,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/admin/viewSystemUsers"" id=""menu_admin_viewSystemUsers"">",144,html:a,"['href=""/orangehrm/symfony/web/index.php/admin/viewSystemUsers""', 'id=""menu_admin_viewSystemUsers""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1941,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
8,183,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" class=""arrow"" href=""#"" id=""menu_admin_Job"">",93,html:a,"['class=""arrow""', 'href=""#""', 'id=""menu_admin_Job""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1660,"<html:ul xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:ul,[],0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
9,286,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,165,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/admin/viewJobTitleList"" id=""menu_admin_viewJobTitleList"">",146,html:a,"['href=""/orangehrm/symfony/web/index.php/admin/viewJobTitleList""', 'id=""menu_admin_viewJobTitleList""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,280,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,159,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/admin/viewPayGrades"" id=""menu_admin_viewPayGrades"">",140,html:a,"['href=""/orangehrm/symfony/web/index.php/admin/viewPayGrades""', 'id=""menu_admin_viewPayGrades""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,293,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,172,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm/symfony/web/index.php/admin/employmentStatus"" id=""menu_admin_employmentStatus"">",146,html:a,"['href=""/orangehrm/symfony/web/index.php/admin/employmentStatus""', 'id=""menu_admin_employmentStatus""']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,280,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
