,Parent_Count,Char_Count,Main_Tag,Main_Tag_Char_Count,Main_Tag_Name,Main_Tag_Attributes,Tag_Count_html:h2,Tag_Count_html:label,Tag_Count_html:body,Tag_Count_html:link,Tag_Count_path,Tag_Count_html:ol,Tag_Count_html:a,Tag_Count_html:p,Tag_Count_html:b,Tag_Count_html:li,Tag_Count_html:input,Tag_Count_animatetransform,Tag_Count_html:head,Tag_Count_html:meta,Tag_Count_html:html,Tag_Count_html:div,Tag_Count_html:br,Tag_Count_html:ul,Tag_Count_html:form,Tag_Count_html:title,Tag_Count_html:script,Tag_Count_html:img,Tag_Count_html:style,Tag_Count_svg,Tag_Count_html:fieldset,Tag_Count_html:h1,Tag_Count_html:h3,Attr_tabindex,Attr_lang,Attr_content,Attr_href,Attr_rel,Attr_type,Attr_src,Attr_media,Attr_id,Attr_target,Attr_alt,Attr_height,Attr_width,Attr_class,Attr_value,Attr_action,Attr_enctype,Attr_method,Attr_name,Attr_language,Attr_title,Attr_style,Attr_version,Attr_viewbox,Attr_x,Attr_y,Attr_d,Attr_fill,Attr_attributename,Attr_attributetype,Attr_dur,Attr_from,Attr_repeatcount,Attr_to,Attr_onclick,Attr_for
54,6,166,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,7,145,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/admin/changeUserPassword"">",121,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/admin/changeUserPassword""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/admin/changeUserPassword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6,144,"<html:li xmlns:html=""http://www.w3.org/1999/xhtml"">",51,html:li,[],0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,7,123,"<html:a xmlns:html=""http://www.w3.org/1999/xhtml"" href=""/orangehrm-4.3.1/symfony/web/index.php/auth/logout"">",108,html:a,"['href=""/orangehrm-4.3.1/symfony/web/index.php/auth/logout""']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,/orangehrm-4.3.1/symfony/web/index.php/auth/logout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,228,"<html:style xmlns:html=""http://www.w3.org/1999/xhtml"">",54,html:style,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4,5169,"<html:script xmlns:html=""http://www.w3.org/1999/xhtml"" language=""javascript"">",77,html:script,"['language=""javascript""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,
60,4,1311,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" xmlns:ns1=""http://www.w3.org/2000/svg"">",91,html:div,[],0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,5,647,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" xmlns:ns1=""http://www.w3.org/2000/svg"" class=""toggl"">",105,html:div,"['class=""toggl""']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,toggl,,,,,,,,,,,,,,,,,,,,,,
62,6,608,"<html:div xmlns:html=""http://www.w3.org/1999/xhtml"" xmlns:ns1=""http://www.w3.org/2000/svg"" class=""loader loader--style2"" title=""1"">",131,html:div,"['class=""loader loader--style2""', 'title=""1""']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,loader loader--style2,,,,,,,1,,,,,,,,,,,,,,,
63,7,501,"<svg xmlns:ns0=""http://www.w3.org/2000/svg"" class=""svgcl"" height=""30px"" id=""loader-1"" style=""enable-background:new 0 0 50 50;"" version=""1.1"" viewbox=""0 0 50 50"" width=""30px"" x=""0px"" y=""0px"" xml:space=""preserve"">",211,svg,"['class=""svgcl""', 'height=""30px""', 'id=""loader-1""', 'style=""enable-background:new 0 0 50 50;""', 'version=""1.1""', 'viewbox=""0 0 50 50""', 'width=""30px""', 'x=""0px""', 'y=""0px""']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,loader-1,,,30px,30px,svgcl,,,,,,,,enable-background:new 0 0 50 50;,1.1,0 0 50 50,0px,0px,,,,,,,,,,
